x_value,total_1,total_2 
11112,11504074,5472509
11113,11504873,5472854
11114,11500407,5469120
11115,11497464,5469491
11116,11494813,5471637
11117,11490494,5469363
11118,11491480,5464754
11119,11496425,5460526
11120,11495929,5455625
11121,11497729,5455008
11122,11499867,5454944
11123,11501881,5456508
11124,11501181,5457161
11125,11502389,5452553
11126,11502696,5454525
11127,11501311,5452940
11128,11508392,5450641
11129,11509995,5448723
11130,11511990,5454049
11131,11517328,5449992
11132,11521952,5445891
11133,11518114,5447737
11134,11525400,5446200
11135,11533049,5442012
11136,11538584,5437048
11137,11534307,5440646
11138,11535730,5440039
11139,11529812,5443486
11140,11533110,5444242
11141,11532909,5440886
11142,11540780,5444959
11143,11543883,5444283
11144,11543108,5449729
11145,11537506,5446352
11146,11538329,5446930
11147,11533967,5443366
11148,11535703,5443389
11149,11539299,5442227
11150,11541296,5441631
11151,11536429,5441098
11152,11543582,5436838
11153,11542010,5432251
11154,11541110,5433537
11155,11545992,5430922
11156,11546308,5435587
11157,11551836,5441082
11158,11551988,5436627
11159,11553102,5436557
11160,11560319,5442466
11161,11564555,5447409
11162,11570553,5450731
11163,11566535,5450690
11164,11568823,5456064
11165,11570545,5461555
11166,11564622,5464307
11167,11565420,5465519
11168,11564671,5466115
11169,11559137,5468051
11170,11557550,5467050
11171,11559442,5468088
11172,11564949,5465069
11173,11564886,5460157
11174,11564749,5461870
11175,11563552,5467066
11176,11560136,5470359
11177,11554317,5472828
11178,11554541,5476549
11179,11548841,5476714
11180,11545722,5475720
11181,11541295,5478232
11182,11545849,5474463
11183,11549816,5473800
11184,11544206,5470313
11185,11546461,5469201
11186,11552494,5466123
11187,11555119,5468790
11188,11550002,5465715
11189,11550509,5461123
11190,11556746,5464250
11191,11554668,5469931
11192,11550147,5467147
11193,11544511,5470293
11194,11543665,5472716
11195,11551276,5475324
11196,11556474,5474742
11197,11553590,5480147
11198,11555390,5480260
11199,11561738,5482336
11200,11561745,5487415
11201,11569224,5490823
11202,11563691,5487756
11203,11564003,5488063
11204,11560256,5490899
11205,11560842,5492859
11206,11562096,5494906
11207,11562682,5494835
11208,11568037,5492273
11209,11572726,5496513
11210,11569594,5496558
11211,11567804,5499875
11212,11569795,5503193
11213,11577063,5504102
11214,11578770,5501106
11215,11578163,5497512
11216,11581052,5499398
11217,11588263,5496945
11218,11586715,5502922
11219,11591401,5501279
11220,11591398,5506211
11221,11597027,5507320
11222,11602545,5510453
11223,11600846,5511382
11224,11596369,5513421
11225,11598210,5515867
11226,11605572,5514320
11227,11609635,5516759
11228,11616561,5520876
11229,11620577,5522207
11230,11617760,5522924
11231,11618443,5524879
11232,11622608,5529801
11233,11625235,5528205
11234,11630332,5524864
11235,11626839,5522647
11236,11624479,5520363
11237,11622631,5517047
11238,11617382,5520121
11239,11623218,5519695
11240,11627190,5523953
11241,11630040,5525902
11242,11635159,5525453
11243,11641109,5521889
11244,11643719,5525251
11245,11647841,5524249
11246,11654642,5521008
11247,11661429,5523019
11248,11658011,5526603
11249,11654174,5531310
11250,11656000,5528885
11251,11660830,5529688
11252,11656019,5526267
11253,11654011,5530036
11254,11651961,5528713
11255,11651883,5526031
11256,11648881,5530788
11257,11648392,5525836
11258,11645250,5529799
11259,11645752,5533117
11260,11648414,5531710
11261,11643077,5533652
11262,11648666,5537000
11263,11644655,5532139
11264,11644797,5534009
11265,11643240,5529866
11266,11641707,5532056
11267,11641597,5533450
11268,11646773,5537432
11269,11654393,5542037
11270,11651860,5537687
11271,11649512,5539924
11272,11657054,5545662
11273,11652300,5549852
11274,11652017,5545594
11275,11653811,5549648
11276,11656421,5555178
11277,11656771,5559012
11278,11651318,5561482
11279,11654502,5558061
11280,11659141,5563313
11281,11657452,5561785
11282,11660349,5558952
11283,11664875,5559624
11284,11659504,5561388
11285,11657384,5565115
11286,11663671,5569982
11287,11664600,5567741
11288,11658682,5567891
11289,11665718,5564743
11290,11665917,5562359
11291,11662190,5561362
11292,11669031,5559069
11293,11672135,5562466
11294,11668891,5562546
11295,11672079,5558542
11296,11673451,5557561
11297,11667672,5562379
11298,11675327,5564378
11299,11683235,5567767
11300,11689702,5567592
11301,11685698,5567101
11302,11689797,5569844
11303,11696642,5568187
11304,11704408,5568580
11305,11709041,5566591
11306,11703855,5563509
11307,11710391,5565358
11308,11710931,5562967
11309,11716421,5563788
11310,11721202,5559869
11311,11722606,5562509
11312,11722360,5558065
11313,11718791,5555474
11314,11716508,5560937
11315,11711260,5563832
11316,11717339,5561957
11317,11721810,5563215
11318,11720050,5560718
11319,11724226,5556171
11320,11730330,5555957
11321,11729318,5557114
11322,11736749,5554350
11323,11735405,5555968
11324,11739199,5559386
11325,11743945,5558055
11326,11740622,5559630
11327,11741729,5558376
11328,11738614,5560882
11329,11733492,5563444
11330,11733369,5568084
11331,11735313,5571306
11332,11731782,5567073
11333,11733033,5563324
11334,11740259,5559394
11335,11745230,5560844
11336,11744841,5558648
11337,11746438,5558173
11338,11742684,5556090
11339,11742264,5554693
11340,11745282,5557504
11341,11740148,5555986
11342,11739634,5560405
11343,11745012,5557064
11344,11752825,5559483
11345,11748011,5562100
11346,11742050,5560715
11347,11749637,5566075
11348,11745867,5564977
11349,11741639,5562846
11350,11746261,5560443
11351,11749212,5560590
11352,11743943,5563553
11353,11742747,5565563
11354,11741939,5565059
11355,11743376,5563392
11356,11745967,5566985
11357,11742328,5572258
11358,11739494,5571086
11359,11743023,5575770
11360,11747272,5578338
11361,11751340,5578790
11362,11755856,5583030
11363,11760799,5583431
11364,11758107,5589178
11365,11755524,5587080
11366,11755059,5591243
11367,11752946,5596963
11368,11750687,5600637
11369,11752107,5602338
11370,11756260,5602290
11371,11751844,5602382
11372,11757083,5606632
11373,11764018,5605256
11374,11770907,5605877
11375,11767762,5611839
11376,11764144,5613669
11377,11768720,5618154
11378,11775393,5619315
11379,11771701,5615911
11380,11778256,5615913
11381,11785823,5615207
11382,11787386,5620198
11383,11786391,5617010
11384,11784933,5616522
11385,11791542,5619705
11386,11790989,5624389
11387,11796893,5622649
11388,11802506,5628384
11389,11796578,5631040
11390,11793971,5635106
11391,11787982,5639147
11392,11783291,5640971
11393,11785595,5638303
11394,11784119,5640329
11395,11791753,5642904
11396,11799239,5643594
11397,11800555,5646663
11398,11798068,5644053
11399,11805141,5645552
11400,11805376,5646948
11401,11801050,5642345
11402,11801431,5639900
11403,11796764,5642512
11404,11802498,5646075
11405,11805154,5649899
11406,11812606,5648512
11407,11813932,5643767
11408,11818069,5644701
11409,11818014,5650670
11410,11815569,5647423
11411,11819586,5649734
11412,11823184,5646406
11413,11829493,5650816
11414,11832403,5649920
11415,11837129,5649459
11416,11833955,5654708
11417,11840408,5657917
11418,11845161,5654159
11419,11852192,5660064
11420,11850508,5663466
11421,11856117,5665632
11422,11856588,5667467
11423,11854816,5667115
11424,11849148,5667215
11425,11851451,5664524
11426,11855290,5661571
11427,11862331,5667066
11428,11861162,5670799
11429,11867335,5669198
11430,11870206,5666295
11431,11872079,5664460
11432,11867783,5660450
11433,11865316,5661800
11434,11873123,5664449
11435,11880687,5660873
11436,11880832,5660044
11437,11875387,5662135
11438,11874512,5657932
11439,11878992,5658328
11440,11873311,5658915
11441,11868455,5655995
11442,11872577,5655683
11443,11872126,5655280
11444,11869911,5659798
11445,11865917,5655825
11446,11862031,5653326
11447,11865359,5658836
11448,11866930,5654449
11449,11868962,5650491
11450,11874519,5647506
11451,11869746,5647146
11452,11876223,5649114
11453,11879234,5644981
11454,11880788,5649167
11455,11888446,5653218
11456,11889557,5649949
11457,11893128,5652991
11458,11899708,5648141
11459,11907406,5651864
11460,11908363,5657465
11461,11903620,5653303
11462,11906143,5650857
11463,11907770,5648616
11464,11908351,5644199
11465,11914720,5648679
11466,11910046,5651215
11467,11916158,5647270
11468,11921783,5645163
11469,11918926,5643573
11470,11921753,5649380
11471,11920073,5648944
11472,11926976,5645977
11473,11921793,5649346
11474,11918020,5645033
11475,11923742,5640758
11476,11930726,5641295
11477,11925525,5646036
11478,11925552,5651583
11479,11925305,5647299
11480,11925812,5646896
11481,11928616,5648774
11482,11931012,5652502
11483,11928836,5656761
11484,11925108,5653026
11485,11932265,5651999
11486,11935758,5647950
11487,11940478,5648790
11488,11944823,5653222
11489,11949579,5652352
11490,11950389,5651533
11491,11955541,5654675
11492,11957838,5655005
11493,11955505,5652800
11494,11957451,5657271
11495,11954501,5659488
11496,11954876,5657790
11497,11960954,5656794
11498,11959036,5652788
11499,11961917,5658149
11500,11963464,5661940
11501,11958558,5665520
11502,11955263,5666534
11503,11958668,5663881
11504,11953878,5669059
11505,11952592,5666005
11506,11949610,5670785
11507,11953465,5665983
11508,11948047,5664922
11509,11948515,5662820
11510,11948376,5661603
11511,11951745,5664127
11512,11950849,5659641
11513,11956811,5663045
11514,11962434,5668271
11515,11965293,5667951
11516,11968749,5671202
11517,11962804,5667529
11518,11958639,5664489
11519,11959783,5669834
11520,11966919,5668676
11521,11962442,5674177
11522,11960346,5671078
11523,11959552,5666477
11524,11965760,5671638
11525,11966575,5672494
11526,11971507,5672456
11527,11965544,5672759
11528,11962966,5670181
11529,11966542,5675359
11530,11962435,5671312
11531,11958370,5676138
11532,11960019,5681775
11533,11958386,5677512
11534,11962307,5674028
11535,11956971,5671139
11536,11954381,5669065
11537,11956057,5673375
11538,11953025,5671525
11539,11950051,5676624
11540,11954194,5677278
11541,11960935,5682836
11542,11968450,5684146
11543,11974940,5681529
11544,11980298,5682705
11545,11983843,5684675
11546,11989895,5686481
11547,11996584,5686906
11548,12004271,5689110
11549,12007111,5694279
11550,12009292,5699214
11551,12012444,5698421
11552,12008524,5700203
11553,12003490,5705434
11554,12010257,5702634
11555,12007182,5705937
11556,12011215,5707856
11557,12011122,5708533
11558,12013723,5711889
11559,12021473,5715350
11560,12025560,5720350
11561,12029110,5725252
11562,12030458,5720583
11563,12024993,5716174
11564,12024255,5715469
11565,12026721,5717108
11566,12028296,5722363
11567,12030891,5722836
11568,12034408,5722222
11569,12036326,5719070
11570,12039946,5724019
11571,12044057,5728427
11572,12048310,5726577
11573,12051017,5722182
11574,12055224,5723931
11575,12062651,5723059
11576,12058165,5724037
11577,12058107,5721808
11578,12052731,5721420
11579,12057672,5724588
11580,12061631,5727101
11581,12065421,5729201
11582,12070521,5724991
11583,12075653,5724139
11584,12070047,5719579
11585,12066244,5725137
11586,12065841,5721411
11587,12060912,5721090
11588,12056440,5718806
11589,12050849,5716560
11590,12045266,5714593
11591,12040150,5711121
11592,12045614,5709313
11593,12045705,5705516
11594,12041310,5708595
11595,12037071,5705526
11596,12034020,5701215
11597,12028665,5705276
11598,12031849,5701464
11599,12030146,5704329
11600,12024697,5707686
11601,12027420,5703868
11602,12035229,5705346
11603,12034406,5710269
11604,12030948,5709660
11605,12037635,5712485
11606,12045552,5708367
11607,12047502,5712674
11608,12046026,5714002
11609,12048210,5711413
11610,12047686,5715307
11611,12052789,5710876
11612,12050057,5716577
11613,12055385,5718170
11614,12059164,5719290
11615,12058946,5716780
11616,12064620,5722095
11617,12060426,5724557
11618,12062825,5722305
11619,12061697,5722326
11620,12065995,5727693
11621,12071721,5730427
11622,12077338,5728215
11623,12073114,5725633
11624,12079272,5724096
11625,12079627,5726647
11626,12074891,5726243
11627,12081984,5730370
11628,12076537,5734922
11629,12075209,5734670
11630,12082928,5732205
11631,12089904,5727630
11632,12094734,5725011
11633,12093473,5721328
11634,12099821,5721181
11635,12106319,5724070
11636,12102269,5729322
11637,12109650,5725328
11638,12111302,5722672
11639,12115178,5725993
11640,12109212,5722250
11641,12115048,5718001
11642,12113911,5723156
11643,12120450,5723898
11644,12117678,5719809
11645,12116404,5724840
11646,12117314,5720597
11647,12118553,5719825
